88,Doh Raising Inc,,6363640062,MG Road (James Street),,,Bakerys
89,The Baking Culture,,6381918677,banjara jubli,,,Bakerys
90,SATYA KUMAR ICE CREAM,,6386580398,Hafeezpet,,,Bakerys
91,CAKES99,,7011395434,kothaguda,,,Bakerys
92,Aryan Bakery Sweets & Chines Fast Food,,7013035267,Shaheen Colony ,,,Bakerys
93,Reddy Bakers And Confectionary,,7013119814,Moosarambagh,,,Bakerys
94,SLV Bangalore Bakary,,7013214306,Allwyn Colony,,,Bakerys
95,Paani Poory,,7013312773,SHAIKPET,,,Bakerys
96,The5inest Restaurant,,7013363264,banjara jubli,,,Bakerys
97,Frosting hub Cake factory,,7013912927,Erragadda,,,Bakerys
98,RAVI TEJA,,7013975154,Adikmet,,,Bakerys
99,Sri Amman Hot Chips,,7014373344,begumpet,,,Bakerys
100,Lakshmi Tea Point,,7022313421,Madhapur,,,Bakerys
101,Honey Sweets & Bakers,,7032017571,banjara jubli,,,Bakerys
102,A Subhan Bakers,,7032204139,Musheerabad,,,Bakerys
103,BALAJI MITHAIWALa,,7032213157,Yousufguda,,,Bakerys
104,Bliss Cake Lounge,,7032287876,Manikonda,,,Bakerys
105,BAKERS DELIGHT,,7032405048,Medchal,,,Bakerys
106,Aroma Bakery,,7032735460,"Lakdikapul,",,,Bakerys
107,Cake walkers,,7032787470,Nagaram,,,Bakerys
108,45th Avenue by Karachi Bakery,,7032888287,banjara jubli,,,Bakerys
109,Karachi Bakery Hitech City,,7032888719,banjara jubli,,,Bakerys
110,Karachi Bakery,,7032888730,banjara jubli,,,Bakerys
111,Humpty Dumpty,,7035888899,Pragathi Nagar,,,Bakerys
112,Sahara Bakery,,7036323271,Laad Bazaar,,,Bakerys
113,Kavadis Kitchen,,7036373004,Madina,,,Bakerys
114,Bhavani Chat Bandar,,7036467056,Jeedimetla,,,Bakerys
115,Cake Bakers,,7036542824,Chintalkunta ,,,Bakerys
116,Asif Bakery,,7036581905,Santoshnagar,,,Bakerys
117,Bakers Harvest,,7036844444,banjara jubli,,,Bakerys
118,Guilt Trip Flagship Store,,7064555666,Film Nagar,,,Bakerys
119,Sree Bakers Raghavendra colony,,7075148886,Rani Gunj,,,Bakerys
120,Khaleel Bakery,,7075224538,banjara jubli,,,Bakerys
121,"Karachi Bakery, KPHB",,7075535909,banjara jubli,,,Bakerys
122,Bakesquisite,,7075760537,Jamia Osmania,,,Bakerys
123,Shaik Ghouse Rehman Doodh Ghar,,7075872840,Alijah Kotla,,,Bakerys
124,Milan BAKERY,,7093134642,Jahanuma,,,Bakerys
125,Jai Shree Pitra Kirapa,,7093270016,Miyapur,,,Bakerys
126,The Mixup (Home bakery),,7093639274,Bharat Nagar,,,Bakerys
127,SLV Banglore Iyanger Bakery,,7093645256,Chilkalguda,,,Bakerys
128,Deekshika Bakers,,7093707827,SHAIKPET,,,Bakerys
129,Your's Universe Bakes & Cakes,,7093793969,Malkajgiri,,,Bakerys
130,Govardhan Stores,,7093962373,banjara jubli,,,Bakerys
132,Royal Kings Bakery,,7095434701,Hafeezpet,,,Bakerys
133,Snack Hub,,7095475050,GOCHIBOWLI,,,Bakerys
134,S K BAKERS,,7095666966,banjara jubli,,,Bakerys
135,Rose Bakery,,7095827192,Narsingi,,,Bakerys
136,5th Avenue Bakers,,7097016270,"Lakdikapul,",,,Bakerys
137,Cozyy Cakes,,7097333251,kukatpally,,,Bakerys
138,Hussain Snacks,,7097377875,Falaknuma,,,Bakerys
139,NEW TOP TASTE BAKERS,,7097473423,Musheerabad,,,Bakerys
140,Eat 'N' Joy Bakers,,7207086219,banjara jubli,,,Bakerys
141,Misri Bakers,,7207092050,Madhapur,,,Bakerys
142,Sri Krishna Bakers & Fast Food,,7207166661,Badichowdi,,,Bakerys
143,"Ocean Of Bakes, Cakes, Bakes, Coffee, Chinese",,7207222922,kukatpally,,,Bakerys
144,Mizpa bakers,,7207272926,Turkayamjal ,,,Bakerys
145,Khara Mixture,,7207550142,Namalagundu,,,Bakerys
146,Al Ghouse Bakery,,7207608218,Falaknuma,,,Bakerys
147,Njoy Confectioner,,7207660484,begumpet,,,Bakerys
148,BULAQI KASHMIRI BAKERY,,7207722093,banjara jubli,,,Bakerys
149,Manvi Tiffin Center,,7207777946,Ziaguda ,,,Bakerys
150,Fast Food,,7285923913,Uppal,,,Bakerys
151,Bakers Harvest,,7285964444,Gandipet,,,Bakerys
152,BANGALORE IYENGER BAKERY,,7286912547,Parsigutta,,,Bakerys
153,Bright Dry Fruits House,,7287860994,Padmanabha Nagar Colony,,,Bakerys
154,Cake walkers bakery,,7287975753,Dammaiguda,,,Bakerys
155,New Zam Zam Bakery And Sweets,,7330016166,banjara jubli,,,Bakerys
156,LIMRA BAKER'S,,7330501577,Ameenpur,,,Bakerys
157,Bismillah Al Urooj Chicken And Egg Center,,7337005832,Bazarghat,,,Bakerys
158,Tipi Bakery,,7337074442,banjara jubli,,,Bakerys
159,Feroze Bakery,,7337088460,Minister Road,,,Bakerys
160,"AB's - Absolute Barbecues | Jubilee Hills, Hyderabad",,7337336829,banjara jubli,,,Bakerys
161,Sri Ujwala Bakers,,7337364345,Quthbullapur,,,Bakerys
162,Winni Cakes & More,,7337536075,Nizampet,,,Bakerys
163,Sri Raghavendra Hot Chips,,7339694100,Neredmet,,,Bakerys
164,Sanjos Donuts,,7382174273,GOCHIBOWLI,,,Bakerys
165,Balaji Sweet House,,7382973011,Medipally,,,Bakerys
166,Surya Teja Bakery,,7386121290,Anandbagh,,,Bakerys
167,Syed Bakery,,7386307239,Moti Nagar,,,Bakerys
168,Navatha Bakery,,7386358776,Nagole,,,Bakerys
169,Sri Hari Om Bakery,,7386381027,Allwyn Colony,,,Bakerys
170,Sai Teja Bakery,,7386456935,Balanagar,,,Bakerys
171,Tea Pulses,,7386504846,Aliabad,,,Bakerys
172,floralXpress - Online Flowers and Cake Delivery Hyderabad|Pinata Cakes,,7386533211,Allwyn Colony,,,Bakerys
173,Sri Durga Bakery,,7386722722,Vanasthalipuram ,,,Bakerys
174,Cake L'amore,,7386730236,Ammuguda,,,Bakerys
175,Alam's bakery,,7386868457,IDA Bollaram,,,Bakerys
176,Bangalore Iyengar Bakery,,7396274385,SHAIKPET,,,Bakerys
177,Ravindra Bakery,,7396462104,Uppal,,,Bakerys
178,Yummy cakes,,7396565652,banjara jubli,,,Bakerys
179,Kumar Sweet House,,7396657108,Ramanthapur,,,Bakerys
180,BR Bakers Bite,,7396855064,Kothapet,,,Bakerys
181,A M Bakers Cake Factory,,7396857856,Koti,,,Bakerys
182,Fast Food,,7396858441,Asif Nagar,,,Bakerys
183,Nandini Bangalore Bakery,,7396906461,rajendranagar,,,Bakerys
184,Suruchi's - Ghar Ki Bakery,,7406068068,rajendranagar,,,Bakerys
185,Karachi Bakery,,7416120909,banjara jubli,,,Bakerys
186,Ali Bhalpuri Shop,,7416232415,RC Puram,,,Bakerys
187,"CakeZone - Cake Delivery In Rajendra Nagar, Hyderabad.",,7416241713,banjara jubli,,,Bakerys
188,A1 Bakery,,7416463384,Parsigutta,,,Bakerys
189,Firewater Fine Dining Bar,,7416503636,banjara jubli,,,Bakerys
190,Msr bakers,,7416509843,Golnaka,,,Bakerys
191,Karachi Bakery,,7416515555,SHAIKPET,,,Bakerys
192,New M T R Chinese Indian Tandoori,,7416528774,Ziaguda ,,,Bakerys
193,Sree Bakers Ashoknagar,,7416548886,BHEL Township,,,Bakerys
194,KayKay's Kitchen,,7416565142,Vanasthalipuram,,,Bakerys
195,"Karachi Bakery & Cafe, Gachibowli",,7416570909,GOCHIBOWLI,,,Bakerys
196,Chinese Pavilion Restaurant,,7416888830,banjara jubli,,,Bakerys
197,Krupa Cakes And Puffs,,7416896332,Macha Bollaram,,,Bakerys
198,Manoj Fruit Juice,,7492095295,Saifabad,,,Bakerys
199,Charlie Baking Co.,,7509470947,Madhapur,,,Bakerys
200,Cake Point,,7567075677,kukatpally,,,Bakerys
201,RAJASTHAN SPECIAL JILEBI,,7568781327,kothaguda,,,Bakerys
202,SVB Iyengar Bakery,,7569032870,banjara jubli,,,Bakerys
203,Samosa Kharkhana,,7569097501,Hasmathpet,,,Bakerys
204,Al Rayyan Bakers,,7569665085,Minister Road,,,Bakerys
205,EATS AND TREATS,,7569736226,Kothapet,,,Bakerys
206,Victory Restaurant,,7569884335,banjara jubli,,,Bakerys
207,Unique bakers,,7659011087,Pet Basheerabad,,,Bakerys
208,Praveen Juice Point,,7660933409,banjara jubli,,,Bakerys
209,AL - Fatha Bakers,,7660939596,Barkas,,,Bakerys
210,Master bakers sweets,,7661035520,banjara jubli,,,Bakerys
211,Siwam Biswa,,7661078462,Karkhana,,,Bakerys
212,FIRE & ICE BAKERS & CONFECTIONARY,,7661939999,banjara jubli,,,Bakerys
213,Saleem Bakers,,7671964030,banjara jubli,,,Bakerys
214,Manikanta Fruits,,7672048401,begumpet,,,Bakerys
215,S R Foods,,7674098814,RC Puram,,,Bakerys
216,O2 Bakers,,7675011882,Musheerabad,,,Bakerys
217,Ohris Cake Nation,,7675083377,banjara jubli,,,Bakerys
218,Apple Baker's,,7680001736,banjara jubli,,,Bakerys
219,Fiza sweets & bakery,,7680036211,Aliabad,,,Bakerys
220,Sri Raja Rajeshwari Bakery,,7680084461,Musheerabad,,,Bakerys
221,K G N Bakery,,7680825912,banjara jubli,,,Bakerys
222,FOOD ZONE BAKERS,,7680957110,banjara jubli,,,Bakerys
223,Oven Cafe,,7680989859,banjara jubli,,,Bakerys
224,"LICK A CAKE - Freshly handcrafted cake , homemade chocolate chocolate,cakesicles",,7680993524,Habsiguda,,,Bakerys
225,New Shimla Bakery,,7702036009,Sanathnagar,,,Bakerys
226,Caffeine Hub - Awaken your senses & Rejuvenate your mind....,,7702043531,banjara jubli,,,Bakerys
227,Upendar Bakery,,7702112827,Uppal,,,Bakerys
228,Ryan's Delight Crust Bakers,,7702200098,SHAIKPET,,,Bakerys
229,Mom's Cakes & Bakes,,7702225066,banjara jubli,,,Bakerys
230,Bakers County,,7702477793,Hyderguda,,,Bakerys
231,Mommy's Bakery (your own home bakery),,7702666330,Ameenpur,,,Bakerys
232,K.G.N. Bakers,,7702846578,banjara jubli,,,Bakerys
233,Sri Sai Bakery,,7702876252,Patancheru,,,Bakerys
234,Sai Cakes & Bakes,,7702947520,Chintalkunta ,,,Bakerys
235,Puffs N Cakes,,7702999772,Saroornagar ,,,Bakerys
236,Sailani Baba Bakery,,7728807393,Chilkalguda,,,Bakerys
237,LJ BAKERS,,7729979989,Habsiguda,,,Bakerys
238,Bakers Magic,,7730000244,banjara jubli,,,Bakerys
239,B N S Fast Food Center,,7730871536,Gudimalkapur,,,Bakerys
240,Country Oven,,7730971199,SR Nagar,,,Bakerys
241,Shafi Bakery,,7731955074,banjara jubli,,,Bakerys
242,Harayana Special Jallebi,,7742078922,Saifabad,,,Bakerys
243,Pizza castle,,7780337818,Kompally,,,Bakerys
244,Ground Flour,,7780494650,Kokapet,,,Bakerys
245,Eggs Kirna Shop,,7780642406,banjara jubli,,,Bakerys
246,The Belgian waffle co. Attapur,,7780708557,banjara jubli,,,Bakerys
247,Dargaiah Sweet Shop,,7793955493,Namalagundu,,,Bakerys
248,Sheema Bakers,,7794946920,Musheerabad,,,Bakerys
249,Frosting hub cake factory (idpl),,7794994527,Quthbullapur,,,Bakerys
250,GANESH BAKERS DAMMAIGUDA,,7799065599,Dammaiguda,,,Bakerys
251,MAA BAKERS,,7799081180,Boduppal,,,Bakerys
252,Chai Lije,,7799134590,Himayatnagar,,,Bakerys
253,Lactonile Cake Boutique,,7799303044,Hyderguda,,,Bakerys
254,Cake bar,,7799464848,Bairamalguda,,,Bakerys
255,The Baking Tools,,7799609944,Nagole,,,Bakerys
256,guru basva tiffins,,7799654929,Purana pul,,,Bakerys
257,Surya Bakery,,7799666136,Ramanthapur,,,Bakerys
258,THE ENGLISH BAKE HOUSE,,7799668813,banjara jubli,,,Bakerys
259,SRINIDHI RESTUARANT,,7799761705,banjara jubli,,,Bakerys
260,Nasheman Hotel & Altaf Bakery,,7799900046,banjara jubli,,,Bakerys
261,Spice Garden Pure Vegetarian Restaurant,,7799999640,Secunderabad Cantonment,,,Bakerys
262,"100 Degrees Bake House, Bakery & Food Court, Alwal Hills",,7801031333,Alwal,,,Bakerys
263,Brown Bear Bakers,,7815903963,Gandhi Nagar,,,Bakerys
264,Brown Bear Bakers,,7815903985,banjara jubli,,,Bakerys
265,CKÍs Bakery Chaitanyapuri,,7823914376,Dilsukhnagar ,,,Bakerys
266,Sri Sai Chat Bandar,,7842445048,RC Puram,,,Bakerys
267,Makers of cakes,,7842450069,Trimulgherry,,,Bakerys
268,Sri Mahalakshmi Foods And Bakery,,7842512058,Pragathi Nagar,,,Bakerys
269,Sobremesa: Bakehouse Cafe' Kitchen,,7842776820,banjara jubli,,,Bakerys
270,FooDelight,,7842803771,Ashok Nagar,,,Bakerys
271,Stop 'N' Go,,7842868616,banjara jubli,,,Bakerys
272,Cake D'licious,,7842885580,Dilsukhnagar ,,,Bakerys
273,Cakesy by Sravani Reddy,,7844876666,Gandipet,,,Bakerys
274,Rajasthani Jalebi & Namkeen,,7878618682,Erragadda,,,Bakerys
275,Santosh Store,,7879356789,Nallakunta,,,Bakerys
276,Bombay Famous Kulfi & Falooda,,7891980266,BHEL Township,,,Bakerys
277,Bismillah Bakery,,7893217821,Miyapur,,,Bakerys
278,KVN Home Bakers,,7893223343,Bachupally,,,Bakerys
279,Yo Yo Bakers,,7893224727,Ramanthapur,,,Bakerys
280,Payal's Kitchen,,7893366925,Marredpally,,,Bakerys
281,Nani's Bakes,,7893413988,Minister Road,,,Bakerys
282,Ramkumar Mithai Bandar,,7893425499,Jeedimetla,,,Bakerys
283,KGN Snacks,,7893479447,SHAIKPET,,,Bakerys
284,Sri Laxmi Vinayaka Bakery,,7893543901,Patancheru,,,Bakerys
285,S.L.V Iyengar Bakery,,7893595996,Alwal,,,Bakerys
286,Shameem Bakery,,7893624600,Champapet,,,Bakerys
287,This The Place!,,7893660698,banjara jubli,,,Bakerys
288,Sri Laxmi Cake Palace,,7893759759,Anandbagh,,,Bakerys
289,Jai Bhavani Bakers,,7893774499,Kokapet,,,Bakerys
290,Kirti Foods,,7893830214,Afzal Gunj,,,Bakerys
291,TELANGANA BAKERY,,7893865071,rajendranagar,,,Bakerys
292,S.R.S.P Bangalore Bakery,,7899386694,SR Nagar,,,Bakerys
293,Mysore bakery,,7975460016,Alwal,,,Bakerys
294,What The Cake_WTC,,7977523814,Ammuguda,,,Bakerys
295,Yours Sugarly,,7977801405,banjara jubli,,,Bakerys
296,Limra Bakrey,,7981090542,Falaknuma,,,Bakerys
297,Tandoor Restaurant - Veg & Non Veg,,7981186881,Shamirpet,,,Bakerys
298,Ravi Roti Shop,,7981419440,Madina,,,Bakerys
299,Venkata Sai Bakery,,7981433018,Alwal,,,Bakerys
300,New Ever Green Bakery,,7981478079,Malakpet,,,Bakerys
301,Alphabet Foods,,7981520753,Secunderabad Cantonment,,,Bakerys
302,FIRDOUS SWEET AND BAKERS,,7981660432,Chota Bazar,,,Bakerys
303,S.B Baker's Cakes and pastry house,,7981698869,Mir Alam Tank,,,Bakerys
304,Pawan Bakery,,7981711852,Jeedimetla,,,Bakerys
305,The cake anatomy,,7981765335,Mallapur,,,Bakerys
306,Cake King,,7989019374,Barkas,,,Bakerys
307,Lush Confectioners,,7989082280,Minister Road,,,Bakerys
308,LAKSHMI SRI BALAJI SWEETS AND BAKERY,,7989149631,banjara jubli,,,Bakerys
309,Madina Bakers & Confectionery,,7989226784,banjara jubli,,,Bakerys
310,Madina Bakery,,7989265638,banjara jubli,,,Bakerys
311,Sri Ankama Thali Tea Point,,7989357841,Keesara,,,Bakerys
312,Good Luck Poultry,,7989379675,Ziaguda ,,,Bakerys
313,SHAHEEN NAAN MAHAL,,7989413086,Madina,,,Bakerys
314,KGN CAKE HOUSE,,7989608205,Khairtabad,,,Bakerys
315,Cake Factory,,7989615405,Patancheru,,,Bakerys
316,Pagilla.kiran Sai,,7989657918,Hayathnagar ,,,Bakerys
317,The Baker's,,7989857752,banjara jubli,,,Bakerys
318,Telangana Shawarma House,,7989973363,Azampura,,,Bakerys
319,Bakers Delight,,7993148553,Chikkadpally,,,Bakerys
320,Sathyam Bakery,,7993340394,Gudimalkapur,,,Bakerys
321,KINGS 7 BAKERS,,7993740654,Alwal,,,Bakerys
322,Abhishek Traders,,7993978223,Purana pul,,,Bakerys
323,Triple A Bakery,,7995265785,Marredpally,,,Bakerys
324,Little Treats,,7995322242,Karkhana,,,Bakerys
325,Umar Bakery And Traders,,7995361419,Mir Alam Tank,,,Bakerys
326,Kareem Dairy,,7995374122,Madina,,,Bakerys
327,The Bakers Alley,,7995438390,banjara jubli,,,Bakerys
328,HAP daily,,7995438399,banjara jubli,,,Bakerys
329,Thrinayani's cake Castle,,7995744601,Mallapur,,,Bakerys
330,Orange Bakers Cake Factory,,7995923582,GOCHIBOWLI,,,Bakerys
331,Sufiyan Bakery,,7997009960,Balapur,,,Bakerys
332,Hyderabad Bakers And Sweet,,7997031010,Barkas,,,Bakerys
333,Noorain Bakery And Snacks,,7997198159,Falaknuma,,,Bakerys
334,A.H Bakers,,7997704024,Barkas,,,Bakerys
335,Shaker Bakery,,7997919558,Jahanuma,,,Bakerys
336,KS Bakers,,7997980002,kukatpally,,,Bakerys
337,180Á Creations - Home Baked with Love,,8007394464,Ammuguda,,,Bakerys
338,Vegetable Shop,,8008007228,Rampally,,,Bakerys
339,The Dream Cakes - Online Cake Decorating Classes,,8008101231,BHEL Township,,,Bakerys
340,Chef Bakers,,8008108080,Ameenpur,,,Bakerys
341,RISHI BAKERY,,8008141058,Venkatapuram,,,Bakerys
342,Cafe Eclat,,8008214444,GOCHIBOWLI,,,Bakerys
343,Bismillah Chatpata Chakna,,8008268791,Alijah Kotla,,,Bakerys
344,Bright Stationers & Bakers,,8008281532,Azampura,,,Bakerys
345,Shri Jagadamba International,,8008288669,Malakpet,,,Bakerys
346,Paddammathalli Tiffin Center,,8008295832,GOCHIBOWLI,,,Bakerys
347,Bobby Bakers,,8008418370,banjara jubli,,,Bakerys
348,SRI SAI TEA AND BAKERY,,8008432961,banjara jubli,,,Bakerys
349,Ms Atomic Pan Shop,,8008470421,Kompally,,,Bakerys
350,Nagole Bakes&Cakes,,8008500472,Nagole,,,Bakerys
351,AL Madina Bake,,8008509117,Madannapet,,,Bakerys
352,Skylish Dog Treats and Cakes,,8008533499,Chandrayan Gutta,,,Bakerys
353,Kolkata Mithai Bhaji,,8008618703,RC Puram,,,Bakerys
354,Weston Bakery,,8008683126,Tilaknagar,,,Bakerys
355,TODENLA Gopal,,8008897588,Serilingampally,,,Bakerys
356,Goutham Bakery,,8008903940,Nizampet,,,Bakerys
357,VICTOR MINI MART,,8008905212,Vanasthalipuram,,,Bakerys
358,Armaan sweet,,8008918910,Dabirpura,,,Bakerys
359,Cake way bakers,,8008931039,Quthbullapur,,,Bakerys
360,Mohammed Bakery,,8008947148,banjara jubli,,,Bakerys
361,Amer Mahal,,8008963424,Laxminagar Colony,,,Bakerys
362,"Roman Bakers, Fast food, chat & juice",,8008982580,SHAIKPET,,,Bakerys
363,Kasadella Bakers,,8008999910,Bairamalguda ,,,Bakerys
364,Khobez Bakers,,8019031954,Erragadda,,,Bakerys
365,Sri Mallikarjuna Bakery,,8019126507,Madannapet,,,Bakerys
366,Coconot Shop,,8019294964,BHEL Township,,,Bakerys
367,RAJASTHANI JILEBI,,8019393515,Hafeezpet,,,Bakerys
368,Wryllu's Pet Bakery,,8019426977,Anandbagh,,,Bakerys
369,"New Best Bakers (Special cakes,burgers,pizza and party orders)",,8019546397,L. B. Nagar,,,Bakerys
370,NEW DECCAN NAAN,,8019571040,"Lakdikapul,",,,Bakerys
371,Slvv Bakery,,8019605589,begumpet,,,Bakerys
372,La Dulce Vida,,8019758422,Trimulgherry,,,Bakerys
373,JAI BHAVANI MIXTURE SHOP,,8019879649,Uppal,,,Bakerys
374,CHAWLA ESSENCE MART,,8042784108,Minister Road,,,Bakerys
375,Terrassen Cafe,,8048060186,Film Nagar,,,Bakerys
376,Magnolia Bakery,,8050546005,banjara jubli,,,Bakerys
377,Blissful Bakes by Preeti - Home Bakery,,8056999889,banjara jubli,,,Bakerys
378,Yalla Bakes,,8073303244,GOCHIBOWLI,,,Bakerys
379,A S Pan Mahal,,8074008672,Padmarao Nagar,,,Bakerys
380,Naaz Baekry,,8074157029,Mir Alam Tank,,,Bakerys
381,DOUGH MAATTERS,,8074181073,Badangpet,,,Bakerys
382,NEW STAR OVEN BAKERY'S,,8074192530,jalpally ,,,Bakerys
383,Berry Bakers,,8074243230,Chikkadpally,,,Bakerys
384,Tirumala Bakary,,8074305118,Ammuguda,,,Bakerys
385,Artable the baking boutique,,8074346852,Uppal,,,Bakerys
386,Valentine's Bakery confectionery,,8074422576,Alwal,,,Bakerys
387,Sai Ram Hot Chips,,8074558571,SR Nagar,,,Bakerys
388,HAP daily,,8074560164,rajendranagar,,,Bakerys
389,Mahalakshmi's Cakes n Bakes,,8074575454,Kothapet,,,Bakerys
390,MLS BAKERS,,8074668202,Boduppal,,,Bakerys
391,Mr Kool Bakers,,8074790238,Trimulgherry,,,Bakerys
392,Uendelig Brownie,,8074877236,Ammuguda,,,Bakerys
393,Harley's Fine Baking - Hitec City,,8083098888,banjara jubli,,,Bakerys
394,Praveen Furts Shop,,8088525411,Nagaram,,,Bakerys
395,Bismillah Pan Shop,,8096060848,Kokapet,,,Bakerys
396,Sabrosos - Cakes & More,,8096093300,SHAIKPET,,,Bakerys
